,Title,type_area,value_area,status,floor,transaction,furnishing,facing,price,price_sqft,description
65,"2 BHK Apartment for Sale in Godrej Green Glades, Jagatpur Ahmedabad",Carpet Area,582 sqft,Poss. by Oct '25,5 out of 14,New Property,Unfurnished,North - East,â‚¹49.5 Lac ,"â‚¹4,501 per sqft ","23BHK Apartments available for sell at prime locatio of Jagatpur area, west Ahmedabad. Under cosntruction society have good and developing lacality at Jagatpur. All daily needs and market near by the society. Society have all modern amenities, also developed by a well known builders of Ahmedabad All daily needs and market near by the society. Society have all modern amenities as we all daily needs and market is near by the society.Very beautiful society having nice garden, childrens pay area, common plot, nice roads and 24 hours water facility. Easy public transport. Excellent locality. GoodRead more"
66,"2 BHK Apartment for Sale in Shilp Ananta, Shela Ahmedabad",Carpet Area,597 sqft,Ready to Move,8 out of 14,New Property,Unfurnished,East,â‚¹39 Lac ,"â‚¹3,594 per sqft ","Shilp Ananta, a name that talks of infinity, is here to bestow upon you a life that youve dreamt of with unending comfort and luxury. The 2BHK residential retreat located in Shela, serves as an extension of your own home, with handsomely appointed amenities devoted to enhance daily life.Read more"
67,"2 BHK Apartment for Sale in Orchid Blues, Shela Ahmedabad",Carpet Area,642 sqft,Ready to Move,4 out of 14,Resale,Unfurnished,East,â‚¹48 Lac ,"â‚¹4,490 per sqft ","Orchid Blues are smartly designed affordable homes to elevate the comfort quotient of your life. These 2 BHK apartments offer you an uninterrupted view of the skyline to amplify your moments. Located near elite properties behind Applewoods Township, it is the prime residential area. A perfect blend of quality, design and affordability, these homes are bound to bring a smile on your face. So, put your trust in the architectural wonder by Goyal  Co. and bring home the comfort of your family.Read more"
68,"2 BHK Apartment for Sale in Shree Vishnudhara Homes, Devnagar, Gota Ahmedabad",Carpet Area,114 sqyrd,Ready to Move,4 out of 7,Resale,Furnished,North,â‚¹48 Lac ,"â‚¹4,678 per sqft ","Shree vishnudhara garden , gota, 2bhk flat for sell, fully furnished flat, 114 sq. Yd, 50 lakh only, prime location, prime propertyRead more"
69,"2 BHK Apartment for Sale in Shilp Ananta, Shela Ahmedabad",Carpet Area,583 sqft,Poss. by Aug '24,6 out of 14,New Property,Unfurnished,East,â‚¹49.5 Lac ,"â‚¹4,562 per sqft ","We all dream of a luxurious home with gracious surroundings,where each passing moment can be a reason for celebration. Well, if you too dream of such a home for your loved ones, This property  is designed to end the quest.This property  helps you celebrate every day with everlasting fervor. Here, a favorable location, host of charming amenities and luxurious lifestyle will lead you to a life that you deserve.Read more"
70,"2 BHK Apartment for Sale in Premjyot Tower, Gurukul Ahmedabad",Carpet Area,85 sqyrd,Ready to Move,9 out of 10,Resale,Semi-Furnished,North,â‚¹50 Lac ,"â‚¹5,051 per sqft ","This 2 BHK Apartment in Premjyot Tower is available for sale. It is located in Sarathi Cooperative Housing Society, Memnagar, Ahmedabad, Gujarat 380052. It is Fixed Furniture apartment with 110 Sqyrds in size and common parking. Flat is open from all the three side. South West Air  Light Ventilation. Scheme is averagely maintain but flat condition from inside is very good. Located in Gurukul, Ahmedabad, the Premjyot Tower is a thoughtfully planned one, equipped with all amenities for a comfortable living. This Residential property ensures to cater to the modern needs of all residents.Read more"
71,2 BHK Apartment for Sale in Vinzol Ahmedabad,Carpet Area,592 sqft,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",â‚¹28 Lac ,"â‚¹3,306 per sqft ","Presenting a lucrative opportunity for discerning home buyers seeking a fully furnished home in the city. This magnificent 2 BHK flat is situated in the vibrant locale opposite Ayojan Nagar Vinzol, Ahmedabad and promises a seamless fusion of modern comforts and urban convenience. Property specificationsMeticulously planned and thoughtfully designed for urban comforts, this flat spanning a super built-up area of 847 sqft, is situated on the 3rd floor of a well-maintained 5-storey building. This flat is not just a dwelling its an epitome of elegance and comfort, boasting a ready-to-move status with complete furnishings for immediate occupancy. The interiors are further complimented by exquisite marble flooring, adding a touch of opulence and sophistication to every corner. Embracing the principles of vaastu, the flat is graciously east-facing, ensuring harmony and positive energy flow throughout. With two bedrooms and two bathrooms, of which one is Indian style and one is western fashioned, convenience is seamlessly integrated into every detail. Also, one of these bathrooms is attached to a bedroom while the other is common. A geyser is installed in one of the bathrooms, catering to your comfort needs effortlessly. Further enhancing the charm are the two balconies, offering views of the bustling main road, extending the space of your living space. The living room bathes in natural light, creating a welcoming ambiance for relaxation and entertainment alike. A modern modular kitchen, equipped with a piped gas connection and an attached utility area, makes everyday cooking a delightful affair.FacilitiesExperience utmost convenience with open parking space ensuring hassle-free vehicle accommodation, and 24-hour water supply guaranteeing uninterrupted comfort. Rest assured that a 100 power backup facility, dedicated security guard, and CCTV surveillance are in place to safeguard your peace of mind. The lift in the building ensures effortless access to your flat on the 3rd floor.LocalityNestled within a vibrant neighborhood, this residence offers proximity to esteemed educational institutions and healthcare facilities within a mere 1km radius. In the same radius, you can find several shopping malls and supermarkets, while banks and ATMs are close by for any financial needs. Commuting is hassle-free with readily available public transport options. For those traveling to different cities, Maninagar railway station stands a mere 10km away, while the metro station is conveniently situated 6km from your doorstep, offering unparalleled accessibility to the citys pulse.Read more"
72,"2 BHK Apartment for Sale in Shaligram Prime, South Bopal, Bopal Ahmedabad",Super Area,1200 sqft,Poss. by Feb '28,1 out of 14,New Property,Unfurnished,East,â‚¹45.5 Lac ,"â‚¹3,792 per sqft ",Prime location in South Bopal One of the Best opportunity for VIP InvestorsRead more
73,"2 BHK Apartment for Sale in Shoolin Kopren Park View, Ognaj Ahmedabad",Carpet Area,717 sqft,Ready to Move,4 out of 9,Resale,Unfurnished,East,â‚¹48 Lac ,"â‚¹3,678 per sqft ","Experience the perfect blend of space and style describe this very special and a truly unique aesthetically designed home.Nestled in a lush green, tranquil environment this home is blessed with an abundance of natural light and spectacular views of the area around. Designed with privacy and space in mind this home has good storage space and covered parking space. The home boasts a fully equipped modular kitchen and 1 balconies that captures every aspect of stunning view of agricultural fields this property has to offer.Read more"
74,2 BHK Apartment for Sale in Zundal Ahmedabad,Carpet Area,80 sqyrd,Ready to Move,1 out of 7,Resale,Unfurnished,West,â‚¹40 Lac ,"â‚¹3,419 per sqft ","A quiet and beautiful Apartment located in heart of the city is available on sale in Ahmedabad. Property is nicely located with all facilities nearby such as market, hospital, mother dairy, shopping mall, bus stand etc. Sector is very posh and premium.Read more"
75,3 BHK Apartment for Sale in Gota Ahmedabad,Carpet Area,770 sqft,Ready to Move,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",â‚¹45 Lac ,"â‚¹4,091 per sqft ","3 BHK, Multistorey Apartment is available for Sale in Gota, Ahmedabad for 45.0 Lac(s)Read more"
76,2 BHK Apartment for Sale in Bopal Ahmedabad,Super Area,1290 sqft,Ready to Move,2 out of 5,Resale,Unfurnished,East,â‚¹50 Lac ,"â‚¹3,876 per sqft ",The flat is in Bopal area near sterling city
77,"2 BHK Apartment for Sale in Avalon courtyard, Ghodasar Ahmedabad",Carpet Area,850 sqft,Ready to Move,4 out of 5,Resale,Unfurnished,East,â‚¹45 Lac ,"â‚¹4,762 per sqft ","Welcome to Avalon Courtyard, Ghodasar, Ahmedabad, where an attractive 2 BHK flat is available for sale. With a carpet area of 850 sqft, this flat is situated on the fourth floor of a five-story building. The flat is vaastu compliant and faces east, ensuring positive energy and a harmonious living environment. Property specifications and facilities. As an unfurnished flat, you have the opportunity to create a space that reflects your personal style and preferences. The flat features two bedrooms and two bathrooms, with one attached bathroom and one common bathroom. Both bathrooms are equipped with western-style fittings and geyser points for your convenience. The flat also includes a spacious living cum dining area, perfect for relaxation and entertaining. Additionally, there is a storeroom for your storage needs. The modular kitchen comes with a piped gas connection, and a utility area is attached to the kitchen, providing practicality and functionality for your daily needs. The flooring throughout the flat is done with elegant vitrified tiles, adding a touch of sophistication to the interiors. Parking is available in both open and covered spaces, ensuring convenience for residents. The flat benefits from a continuous water supply from the corporation. The presence of a security guard and CCTV cameras ensures the safety and security of the residents. Additionally, there are two lifts in the building for easy access to different floors.Read more"
78,2 BHK Apartment for Sale in Narolgam Ahmedabad,Carpet Area,806 sqft,Ready to Move,Resale,Unfurnished,"Garden/Park, Pool, Main Road","1 Covered,",â‚¹30 Lac ,"â‚¹2,604 per sqft ","2 BHK, Multistorey Apartment is available for Sale in Narolgam, Ahmedabad for 30.0 Lac(s)Read more"
79,1 BHK Apartment for Sale in Shrinand city-1 Ahmedabad,Carpet Area,500 sqft,Ready to Move,3 out of 5,Resale,Unfurnished,East,â‚¹20 Lac ,,"1 BHK, Multistorey Apartment is available for Sale in , Ahmedabad for 20.0 Lac(s)Read more"
80,"2 BHK Apartment for Sale in Aditya Enclave, Behrampura Ahmedabad",Super Area,1080 sqft,Ready to Move,5 out of 5,Resale,Unfurnished,North - West,â‚¹42 Lac ,"â‚¹3,889 per sqft ","2 BHK, Multistorey Apartment is available for Sale in Behrampura, Ahmedabad for 42.0 Lac(s)Read more"
81,"2 BHK Apartment for Sale in Garden Paradise, Bopal Ahmedabad",Super Area,1053 sqft,Ready to Move,3 out of 5,Resale,Unfurnished,Garden Paradise,â‚¹46 Lac ,"â‚¹4,368 per sqft ","Multistorey apartment is available for sale. It covered area of 1053 sq-ft, it is a good location property. Please contact for more details.Read more"
82,"2 BHK Apartment for Sale in Parshwanath Atlantis Park, Sughad Ahmedabad",Carpet Area,90 sqyrd,Ready to Move,3 out of 3,Resale,Unfurnished,Parshwanath Atlantis Park,â‚¹45 Lac ,"â‚¹4,762 per sqft ","2 BHK, Multistorey Apartment is available for Sale in Sughad, Ahmedabad for 45.0 Lac(s)Read more"
83,"1 BHK Apartment for Sale in Prakruti Residency, Vastral Ahmedabad",Carpet Area,650 sqft,Ready to Move,1 out of 5,Resale,Unfurnished,North - East,â‚¹24 Lac ,"â‚¹3,000 per sqft ","1 BHK, Multistorey Apartment is available for Sale in Vastral, Ahmedabad for 24.0 Lac(s)Read more"
84,"3 BHK Apartment for Sale in Shukun Heights, Vastral Ahmedabad",Carpet Area,145 sqyrd,Ready to Move,7 out of 7,Resale,Unfurnished,Shukun Heights,â‚¹48 Lac ,"â‚¹3,030 per sqft ","3 BHK, Multistorey Apartment is available for Sale in Vastral, Ahmedabad for 48.0 Lac(s)Read more"
85,2 BHK Apartment for Sale in Vasna Ahmedabad,Super Area,918 sqft,Ready to Move,3 out of 5,Resale,Unfurnished,South - East,â‚¹50 Lac ,"â‚¹5,447 per sqft ","Good Ventilation,Maintained Property"
86,"2 BHK Apartment for Sale in Shilp Ananta, Shela Ahmedabad",Carpet Area,610 sqft,Ready to Move,5 out of 14,Resale,Unfurnished,East,â‚¹48 Lac ,"â‚¹4,424 per sqft ",its 2 bhk flat on sale it is under contruction property.near to club o7 hear price is only basic and other price apply on basic rate.so all inc price is 49.50 lacRead more
87,"2 BHK Apartment for Sale in Shilp Ananta, Shela Ahmedabad",Carpet Area,597 sqft,Ready to Move,1 out of 14,New Property,Unfurnished,North - East,â‚¹43.4 Lac ,"â‚¹4,000 per sqft ","Features  AmenitiesThe project is spread over an area of 3.79 acres.There are around 280 units on offer.Shilp Revanta Shela housing society has 5 towers with 14 floors.Shilp Revanta Ahmedabad West has some great amenities to offer such as Car wash area, Infinity Pool and Swimming Pool.Shilp Revanta property prices have changed 4.9 in last last quarterSannidhya Hospital is a popular landmark in ShelaSome popular transit points closest to Shilp Revanta are AMTS Ghuma Bus terminal, Ghuma BRTS terminal and Bopal gam. Out of this, AMTS Ghuma Bus terminal is the nearest from this location.Read more"
88,"2 BHK Apartment for Sale in Zaveri Greens, Ghuma Ahmedabad",Carpet Area,650 sqft,Poss. by Jul '24,8 out of 12,Resale,Unfurnished,Garden/Park,â‚¹55 Lac ,"â‚¹4,400 per sqft ",Multistorey apartment is available for sale. It is a good property. I have housing loan from HDFC. It is possible to transfer it. Possession will get in July 2024. Final registration is pending.Read more
89,"2 BHK Apartment for Sale in Orchid Greenfield, Sardar Patel Ring Road Ahmedabad",Carpet Area,1140 sqft,Ready to Move,2 out of 17,Resale,Semi-Furnished,North,â‚¹48 Lac ,,Multistory apartment is available for sale. It is a good location property. Please contact for more details.Read more
90,2 BHK Apartment for Sale in Ghatlodiya Ahmedabad,Carpet Area,800 sqft,Ready to Move,Ground out of 4,Resale,Unfurnished,East,â‚¹45 Lac ,"â‚¹4,500 per sqft ","2bhk flat on sale very nice locality ,CP nager Ghatlodiya."
91,"2 BHK Apartment for Sale in Yash Flora, Nikol Ahmedabad",Super Area,1179 sqft,Ready to Move,6 out of 7,Resale,Furnished,East,â‚¹46 Lac ,"â‚¹3,902 per sqft ","Discover the epitome of modern living in the heart of Nikol, Ahmedabad, as we present an exquisite opportunity to own a meticulously designed and thoughtfully crafted 2 BHK flat for sale in the prestigious Yash Flora residence, where every corner whispers comfort, elegance, and a vibrant lifestyle waiting to unfold within the confines of its walls.Property SpecificationsImmerse yourself in the epitome of luxury and comfort with this meticulously designed 2 BHK flat, boasting a super built-up area of 1179 sqft. This East-facing abode, nestled on the 6th floor of a 7-floor building, exudes positive vibes and adheres to Vaastu principles, ensuring harmony and prosperity in your living space. Step into a fully furnished haven where every detail has been carefully curated to provide a seamless living experience. The flat features two bedrooms, with one attached bathroom and another common bathroom, both equipped with Western fixtures and geysers for your convenience. Additionally, revel in the luxury of a private balcony attached to the hall, offering serene views of the garden. The thoughtful floor plan includes a separate living and dining area, creating distinct spaces for relaxation and entertainment. The flat also comes with extra storage space in the form of a 350-litre capacity complex storage unit, allowing you to declutter and organise your belongings effortlessly. The heart of this home is its modern modular kitchen, complete with a chimney for efficient ventilation. The kitchen has a piped gas connection, ensuring a hassle-free cooking experience. A utility area attached to the kitchen adds to the functionality of the space. The flooring of the entire flat is adorned with vitrified tiles, adding a touch of sophistication and easy maintenance. FacilitiesExplore comfort and security in this flat offering efficient bike parking. Enjoy a reliable water supply from borewells and corporation sources. Safety is ensured with a dedicated guard and CCTV surveillance. The building features two lifts for easy access. Amenities include rainwater harvesting, a gym, a clubhouse, and a park, with conveniences like reserved parking, intercom, and visitor parking. Maintenance staff, waste disposal, and laundry services add to the ease. Indulge in indoor games, jogging tracks, and flower gardens. Additional features include DTH, RO water, banquet hall, conference room, and retail boulevard. Safety is a priority with fire-fighting equipment. LocalityThis flat is conveniently situated near Shalby Hospital and the BRTS Bus Stop, ensuring easy access to essential services. Schools are within a 500 m radius, making it convenient for families with children. The vibrant retail experience of Dmart is 1 km away for your shopping needs. Banks and ATMs are readily available, and public transport is easily accessible. The railway station is a mere 2 km away. Read more"
